0,1,2
2021-08-31,Radar_Cirebon,CIREBON - STMIK IKMI Cirebon terus bersiap untuk menyejajarkan diri dengan perguruan tinggi terkemuka di Indonesia melalui program Merdeka Belajar Kampus Merdeka https://t.co/kiDDqkxXVe
2021-08-31,infocianjur,"Gebyar Vaksinasi SMKN 1 Cianjur 
#infocianjur
#jabarjuara 
#jabarjuaravaksinasi 
#disdikjabar 
#merdekabelajar
https://t.co/UcvWHhSLZJ"
2021-08-31,jawapos,Ratusan Mahasiswa Unej Merdeka Belajar Karena Ini https://t.co/3FSpVzXMXA
2021-08-31,kb_ntb,"#SahabatBahasa dan #SahabatDikbud, konten #SelasaSastra hari ini menghadirkan ama samawa ""tutit jarum ilang perku"". Yuk, kita simak penjelasannya 🙏🏻

#AmaSamawa
#MerdekaBelajar https://t.co/0d7ioFDoz1"
2021-08-31,AzzahraSyafik,"📣Hallo Millennials📣

Dalam Rangka HUT RI Ke 76 dan HUT Riau Ke 64 Unilak Mempersembahkan :

“Merdeka Belajar Bersama Unilak” https://t.co/7f8WERT7jh"
2021-08-31,AzzahraSyafik,"📣Hallo Millennials📣

Dalam Rangka HUT RI Ke 76 dan HUT Riau Ke 64 Unilak Mempersembahkan :

“Merdeka Belajar Bersama Unilak” https://t.co/HzqnhJUjf6"
2021-08-31,hutan_harapan,"Halo Sahabat Hutan Harapan! 

Penandatanganan MOU antara REKI dan Dekan Fakultas Kehutanan UGM.

Kerja sama di bidang pendidikan, termasuk program Merdeka Belajar-Kampus Merdeka, penelitian, pengabdian masyarakat, penelitian kolaborasi flora dan fauna, dan lainnya. https://t.co/P5HkWQBh2v"
2021-08-31,IntimRedaksi,Merdeka Belajar Ala Jokowi Untuk Percepatan Pendidikan di Papua https://t.co/sfNDn1BhDg
2021-08-31,OlintiaV,"📣Hallo Millennials📣

Dalam Rangka HUT RI Ke 76 dan HUT Riau Ke 64 Unilak Mempersembahkan :

“Merdeka Belajar Bersama Unilak”

Pendaftaran jalur ini dimulai pada 02 Agustus - 04 September 2021 https://t.co/BN1G2uGHNN"
2021-08-31,kb_ntb,"#SasamboHariIni untuk #SahabatBahasa dan #SahabatDikbud, yaitu pemaparan mengenai awalan {ra-} ke {raN-} dalam bahasa Samawa (Sumbawa).

#KosakataDaerah 
#BahasaSamawa 
#MerdekaBelajar https://t.co/9U9CrDEl7i"
2021-08-31,unisbaofficial,"KOMINPRO-Sebagai langkah dalam merealisasikan merdeka belajar dan Ngabret Digital di bidang penyiaran, Unisba https://t.co/scp2e2rVJr"
2021-08-30,Siahaan_Boy,"Merdeka Belajar di Kampus Merdeka, Sebagai Upaya Mewujudkan Lulusan Yang Kompeten, Inovatif, dan Berakhlak Mulia https://t.co/tIU5tJG8gn"
2021-08-30,Jessica77609817,"📣Hallo Millennials📣

Dalam Rangka HUT RI Ke 76 dan HUT Riau Ke 64 Unilak Mempersembahkan :

“Merdeka Belajar Bersama Unilak”

Pendaftaran jalur ini dimulai pada 02 Agustus - 04 September 2021. https://t.co/5XliAmvxrg"
2021-08-30,_radityab,"Semester 5 akan berjalan dgn ""baik2"" saja andaikata dosen2 Internasional tidak terlalu ambisius dalam menerapkan program kampus merdeka belajar pak Nadiem"
2021-08-30,ridzuawann,@SCOOPERGABA merdeka belajar iki
2021-08-30,Kemdikbud_RI,"Ya, #SahabatDikbud benar, jawabannya adalah lagu Gugur Bunga ciptaan Ismail Marzuki. Dapatkah #SahabatDikbud menyanyikannya?

#MerdekaBelajar #SeninMain https://t.co/1ojrfA5DFA"
2021-08-30,emiyunia22,"Mengantar anak hanya smpai di bandara, antara haru sedih dan bangga, pertama x nya dia pergi jauh keluar negri, ke negri belanda mengikuti program IISMA di twente university, thanks pak menteri @nadiemmakarim , atas kesempatan ini  
#merdekabelajar https://t.co/e8J0J6DM6h"
2021-08-30,numthehunt17,PERANGKAT PEMBELAJARAN MATEMATIKA XI K13 MERDEKA BELAJAR | Pena Panuluh https://t.co/h7PJ2i8kYU
2021-08-30,kehutanan_ugm,"Fakultas Kehutanan UGM meluncurkan kegiatan Magang ""Merdeka Belajar"" di BPDAS HL SOP sebagai salah satu bentuk program Merdeka Belajar: Kampus Merdeka. Sebanyak 10 mahasiswa mengikuti kegiatan ini dan akan melaksanakan kegiatan magang selama 1 semeter di wilayah kerja BPDASHL SOP https://t.co/qPavgiIBIj"
2021-08-30,liebejunii,merdeka belajar ga ada merdeka merdekanya :)
2021-08-30,TelkomIndonesia,"Terutama dalam penanganan Pandemi Covid-19 dengan tetap mematuhi protokol kesehatan dan aturan Pemerintah Pusat atau Pemerintah daerah masing-masing.

Kegiatan ini juga wujud nyata penerapan Merdeka Belajar-Kampus Merdeka dalam melahirkan talent-talent digital masa depan."
2021-08-30,BEM_FIPHAL,"[FIPHAL BERPRESTASI]

🎉🎊
Selamat kepada saudari
👸🏻Lola Amelia

yang telah berhasil lolos seleksi pada program Merdeka Belajar-Kampus Merdeka (MBKM) Program Studi Independen Bersertifikat (MSIB).

Tetap semangat untuk terus berkarya kedepannya dan semoga bisa menjadi inspirasi https://t.co/s1Jwk27dyT"
2021-08-30,permengurita,"Kenapa merdeka belajar belom mantep disini ya, lumayan kan harusnya semester 6-7 jadi tugas magang aja sbg alternatif tugas akhir wkwk"
2021-08-30,HaiMagazine,"“Kampus-kampus sudah saya minta untuk menyiapkan diri melakukan PTM terbatas dengan protokol yang ketat,” kata Plt Direktur Jenderal Pendidikan Tinggi Kemendikbud Ristek, Nizam di webinar virtual Merdeka Belajar, Jumat (27/8/2021) kemarin seperti dikutip… https://t.co/HRQni4KbYp https://t.co/GRdTLVbd82"
2021-08-30,fx2dxddwwwppp,Kampus merdeka belajar kayaknya asik tp sayang gabisa ikut 🙂
2021-08-30,echo_kilo_oscar,Sosialisasi penerapan metode belajar/mengajar secara Hybrid di era milenial saat ini (Info Hub. 0813 8678 5850) #fyp #fypage #merdekabelajar #kampusmerdeka #korporasijabar #hybridlearning @ Bandung https://t.co/U9zSNXG0AH
2021-08-30,lpmpgtlo,"dan Kabupaten Pohuwato dengan sasaran peserta Kepala Sekolah dan Pengawas Sekolah jenjang PAUD, SD, SMP dan SMA. 

Informasi tentang pelaksanaan kegiatan dapat dilihat pada infografis ini. 

#ProgramSekolahPenggerak
#MerdekaBelajar
#MajuMembangunMutuPendidikan"
2021-08-30,Kemdikbud_RI,"Siapakah kini plipur lara
Nan setia dan perwira
Siapakah kini pahlawan hati
Pembela bangsa sejati

Dapatkah #SahabatDikbud menebak, berasal dari lagu nasional apakah potongan lirik tersebut?

#MerdekaBelajar #SeninMain https://t.co/3BLYDRgSWZ"
2021-08-30,lpppgk,Kegiatan ini merupakan sebuah gagasan dari Merdeka Belajar - Kampus Merdeka yang merupakan kebijakan Menteri Pendidikan dan Kebudayaan dengan tujuan mendorong mahasiswa untuk menguasai berbagai keilmuan yang berguna untuk memasuki dunia kerja. https://t.co/RuJ4vZ3O69
2021-08-30,121ZONASMANDA,"Gebyar Vaksinasi Jabar Juara ""Merdeka Covid-19"" SMA Negeri 2 Cianjur

Mari Kita sukseskan ""Gebyar Vaksinasi Jabar Juara Menuju Vaksinasi 37 Juta Warga Jawa Barat""!

@ridwankamil @disdik_jabar 

#JabarJuaraVaksinasi
#VaksinkuMelindungimu
#DisdikJabar
#MerdekaBelajar
#JabarJuara https://t.co/Ta4PYxcl1X"
2021-08-30,lpmpjogja,LPMP DIY LAKUKAN AUDIENSI PROGRAM SEKOLAH PENGGERAK DENGAN WALIKOTA YOGYAKARTA UNTUK PERKUAT IMPLEMENTASI MERDEKA BELAJAR https://t.co/mySyBczJtj
2021-08-30,gurusoktau,"Merdeka belajar,  program mas mentri @nadiemmakarim , bikin RPP Satu lembar biar ngga ngeribetin guru dlm administrasi kelas, Keren👍, tapi buat guru guru yg males kaya gue 😜, mo 1 lembar mo 10 lembar tetap aja ngeprint donlotan , ngga ngaruhkan 😝😅😆@kpi_dupartner"
2021-08-30,PAUDDikdasmen,"Halo #SobatBelajar.
Masih semangat belajarnya?

Yuk kita tebak apa nama pakaian adat berikut dan dari mana asal daerahnya?

 Jawab di kolom komentar ya 😉

#pakaianadat
#beranibelajatberubah
#merdekabelajar https://t.co/gp5b7rckIK"
2021-08-30,_jisungpie,"@Esyeee2 @schfess Mbj, kak mau nanya kalau rg smk kurikulum merdeka belajar ada ga ya?"
2021-08-30,bukik,"🙎🏻‍♂️: Nah..supaya pengalaman saya bermakna, saya akan bagikan melalui Temu Pengawas. Yuk kita sebarkan informasi kegiatan ini ke teman2 pengawas kita.😎😎🤩🤩
👩‍🌾: benar pak Tri...siap ikut.🥳🥳🥳🥳

📆 Senin, 30 Agustus 2021
⏰ 15.00WIB

https://t.co/IM6BGTAu3F

#MerdekaBelajar"
2021-08-30,TelUCareer,"ini juga wujud nyata penerapan Merdeka Belajar-Kampus Merdeka dalam melahirkan talent-talent digital masa depan.

Inilah kesempatanmu jadi anak muda keren yang memberikan dampak nyata bagi sekitar. Serta pendanaan senilai jutaan rupiah untuk wujudkan ide inovasi mu dan Awards"
2021-08-30,dimasprakosooo,"Terima kasih telah hadir kelas online course Digital Content Specialist tema Design and Layout

Tetap jaga kesehatan agar bisa terus belajar dan produktif. 

Semoga bermanfaat 
#kampusmerdeka #merdekabelajar https://t.co/dVUZ1AQKkM"
2021-08-30,kb_ntb,"#SasamboHariIni untuk #SahabatBahasa dan #SahabatDikbud, yaitu penjelasan singkat mengenai pengelompokkan bahasa Sasak (Lombok).

#BahasaSasak
#KosakataDaerah
#MerdekaBelajar https://t.co/nmu9ffJ4CF"
2021-08-30,thelastyakssha,ow mahasiswa merdeka belajar tuh kek study exchange ya
2021-08-29,pusdatin_dikbud,"Daftarkan diri anda melalui:
https://t.co/WCRj3MRl0h

*Tersedia e-sertifikat

📡
YouTube Televisi Edukasi
YouTube BPTIK DIKBUD JATENG
Radio Suara Edukasi

#kihajartiktalks #kihajar2021 #SerentakBergerak #MerdekaBelajar #pusdatinkemdikbudristek #Kemdikbudristek"
2021-08-29,pusdatin_dikbud,"#KihajarTIKTALKS hadir kembali.

Provinsi Jawa Tengah sebagai Tuan Rumah akan Mengusung tema “Implementasi Merdeka Belajar melalui Inovasi Sekolah Digital untuk Penguatan Kecakapan Abad 21” pada:

🗓️ Rabu, 1 September 2021
🕘 Pukul 09.00 WIB

#kihajartiktalks #kihajar2021 https://t.co/qXX658LKjq"
2021-08-29,hasnadesu,"Konsep ""merdeka belajar"" emang paradoks, ye."
2021-08-29,bemfamipa_um,"[TAU GAK SIH?: Mahasiswa MBKM Ambil Peran Dalam Penanganan Pandemi Covid-19]

Halo mahasiswa FMIPA! 

Program Merdeka Belajar memiliki berbagai program penting yang sangat berdampak pada transformasi Pendidikan ke arah yang lebih baik. 

Cek di website BEMFA MIPA UM selengkapnya! https://t.co/kozkCLSZ8w"
2021-08-29,arumiftahul,"Hallo..... 
Saya siap melakukan pertukaran mahasiswa merdeka yang menjadi program merdeka belajar kampus merdeka. 
Mari menempuh pengalaman baru dan membangun kebersamaan dalam kebhinekaan.
#kampusmerdeka #pertukaranmahasiswa #merdekabelajar #bertukarsementarabermaknaselamanya https://t.co/WZpSCEC5QN"
2021-08-29,lowkerpr,GEMILANG: Peran IA-ITB dalam Merdeka Belajar https://t.co/OT9h0SSrPX https://t.co/kjEW1EBwpl
2021-08-29,bemfamipa_um,"[PRESS RELEASE: Pasca Sosialisasi Implementasi BKP Asistensi Mengajar dan Membangun Desa]

Kebijakan Lanjutan Merdeka Belajar 
Kampus Merdeka: Mempertanyakan 
Kejelasan Program BKP Asistensi Mengajar dan Membangun Desa Semester Gasal di UM
Antara Kebutuhan atau Memaksakan? https://t.co/RkQT6DKbmL"
2021-08-29,pastronUAD,"Glamping BuPer Lembah Merapi

Di Girikerto, Pusat Studi di bawah koordinasi LPPM berkolaborasi membenahi BuPer. Mahasiswa dari berbagai prodi antusias membantu. 
Sebenar-benarnya konsep merdeka belajar. 
Siapa yang minat ikutan? 

@klik_uad @UADfess https://t.co/ypmA9lsxsy"
2021-08-29,jpnncom,Universitas Pancasila menyediakan beasiswa bernama Beasiswa Merdeka Belajar untuk menyambut mulainya masa perkuliahan Tahun Akademik 2021/2022. #UniversitasPancasila https://t.co/MKBigAK0A7
2021-08-29,Kemdikbud_RI,"#SahabatDikbud para orang tua, membaca sebaiknya dilatih sejak dini agar kelak menjadi salah satu kebiasaan positif. Namun, berbagai alasan membuat anak sulit memulainya. Simak beberapa tips agar anak gemar membaca, yuk! 

#MerdekaBelajar #MingguRindu https://t.co/ihyXk9Z1QX"
2021-08-29,cekerkrispi,@sournerds Iku lho program merdeka belajar kui diwajibkan(jarene) lek gak melu ngkok skripsine dihambat
2021-08-29,AyuLestariAndan,"Jadi guru &amp; tendik di sekolah kami harus punya banyak skill.
Selain bisa mengajar, harus bisa berenang, angkat barang, jadi tukang, teknisi, dll. 
Itaki reso.

#merdekabelajar https://t.co/DslJUqiYpW"
2021-08-29,_fAurora,"@AREAJULID Ngasi itungannya 50k/bulan tp nuntutnya ikhlas ikhlas emg perbudakan ini mah fix..merdeka belajar apaan, teori aja itu mah"
2021-08-29,triyatni,"@nadiemmakarim @Kemdikbud_RI 
#MerdekaBelajar
Sebelumnya, saya ingin menginformasikan bahwa UNHAS telah mengembangkan konsep Learning Management System (LMS) sejak tahun 2006 yang kemudian dikenal dengan nama SIKOLA (Sistem Kelola Pembelajaran)."
2021-08-29,triyatni,"@nadiemmakarim @Kemdikbud_RI 
#MerdekaBelajar
Bapak Menteri Kemendikbud-Ristek yang terhormat,
Perkenalkan saya Triyatni Martosenjoyo, dosen dari Universitas Hasanuddin (UNHAS).  Bolehkan saya berdiskusi dengan Bapak Menteri tentang Merdeka Belajar-Kampus Merdeka? 

 #Thread"
2021-08-29,Siahaan_Boy,"Merdeka Belajar di Kampus Merdeka, Sebagai Upaya Mewujudkan Lulusan Yang Kompeten, Inovatif, dan Berakhlak Mulia https://t.co/tIU5tJG8gn"
2021-08-28,Sinergi_IAITB,"Sebagai bentuk awal dari rangkaian kerja sama, program GEMILANG dibuka dengan pre-event yang mengangkat tema “GEMILANG: Peran IA-ITB dalam Merdeka Belajar”.

#IAITB 
#IkatanAlumniITB"
2021-08-28,guawaras,"""Tolonglah agama Allah maka Allah akan menolongmu""

———
Hallo semua! ✨
Saya Titania Candra dari fakultas Tarbiyah dan keguruan jurusan Tadris bahasa Inggris. Bersama mari kita wujudkan merdeka belajar dan menjadi duta moderasi beragama menyongsong Indonesia Emas. Bangga menjadi-"
2021-08-28,blabyblab,Strixhaven tapi disesuaikan ama program Merdeka Belajar Kampus Merdeka
2021-08-28,OlintiaV,"📣Hallo Millennials📣

Dalam Rangka HUT RI Ke 76 dan HUT Riau Ke 64 Unilak Mempersembahkan :

“Merdeka Belajar Bersama Unilak”

Pendaftaran jalur ini dimulai pada 02 Agustus - 04 September 2021. https://t.co/CRBzAU2MQc"
2021-08-28,budayapagun,"Untuk #SahabatDikbud calon pemimpin bangsa, pandemi memang belum berakhir, tetapi mimpimu untuk mengenyam pendidikan tinggi, tak boleh terkubur.
#MerdekaBelajar #OSCMedcom2021 #BeasiswaOSC #BeasiswaS1 #BeasiswaS2 #BeasiswaUntukIndonesia https://t.co/KAZEJ0nqIz"
2021-08-28,perjadin,"Sebagai ilustrasi betapa menggebraknya program Merdeka Belajar.

Di kurikulum lama jurusan gue, tadinya ruang untuk wajib ambil matkul pilihan (makupil) cuma 9 sks. 

Nah, tahun lalu, kurikulum baru disahkan dgn ruang wajib ambil makupil lebih dari 20 sks."
2021-08-28,perjadin,"Sekarang, program Merdeka Belajar dari Bapak dan tim, baik di jenjang sekolah (misal dgn Asesmen Nasional) maupun di jenjang perti (misal dgn Magang Merdeka) bikin beberapa stakeholder pusing tujuh keliling hihi ...."
2021-08-28,Secara_Jabatan,Guru merdeka belajar adalah guru yang dimerdekakan. Menuntut banyak ke guru ketika mereka tidak memiliki fasilitas dan support untuk mengajar tidak akan berakhir baik. https://t.co/4lf1m5i2eE
2021-08-28,BasitAdhi,"— Integrasi Merdeka Belajar Ke Sistem Informasi, Bagaimana? 

https://t.co/1GyVDQWphJ 2021-08-28 20:20:13"
2021-08-28,BasitAdhi,"UNISA Yogyakarta memilih mengintegrasikan Merdeka Belajar Kampus Merdeka ke dalam Sistem Informasi yang sudah ada, seperti yang berlaku di Feeder PDDIKTI. Opsi lain (yang tidak diambil) adalah membuat Sistem Informasi terpisah, meskipun basis datanya (mungkin) terintegrasi. https://t.co/mBPqA6jFzA"
2021-08-28,S_Zarya,"Super konyol. Dapat nomor @Telkomsel, dg quota utk pelajar. Tapi nomor lama yg telah dipakai &amp; sering dihubungi o/ org yg tdk dikenal.
MERDEKA BELAJAR... Niat bagus, rencana bagus, rencana sistem bagus. Pelaksanaa jeblok 
Mohon perhatiannya pak
@nadiemmakarim #merdekabelajar"
2021-08-28,komapugm,"Podcast BATIK kali ini akan membahas program terkini dari pemerintah yang berhubungan dengan dunia pendidikan yang dalam perkembangannya mengundang pro dan kontra, yakni MBKM atau Merdeka Belajar Kampus Merdeka. https://t.co/1DsdaOFPVY"
2021-08-28,Lpramudia_,mata kuliah ada yang dikurangin dalam rangka merdeka belajar😢
2021-08-28,ririlf,@mfabdilla @sbyfess I see ini kartu perdana internet merdeka belajar punyaku kak
2021-08-28,daniellsinaga,Miskonsepsi merdeka belajar. Ada banyak juga tenaga pendidik yang begini. https://t.co/Hf16EMr1DD
2021-08-28,hmsaig_geo,"[PANDUAN MBKM PRODI KPJ]

Haloo SaiGMuda!! 👋

SaIGMuda sudah tau belum kegiatan apa saja pada program Merdeka Belajar Kampus Merdeka (MBKM) pada prodi KPJ?

Nah daripada penasaran, yuk kita simak postingan satu ini! https://t.co/SSzkIbV91H"
2021-08-28,Kemdikbud_RI,"Dapatkan informasi menarik tentang UMKM dengan mengikuti Instagram belanja.cipta.nusantara dan mengunjungi laman https://t.co/3aVomSHCGe!

#MerdekaBelajar
#VokasiKuat
#BelanjaCiptaNusantara
#UMKM"
2021-08-28,Kemdikbud_RI,"Belanja Cipta Nusantara sendiri merupakan gerakan yang diinisiasi oleh Kemendikbudristek untuk mendukung pelaku Usaha Mikro Kecil Menengah (UMKM) agar kembali produktif dan terus berkembang.

#MerdekaBelajar
#VokasiKuat
#BelanjaCiptaNusantara
#UMKM"
2021-08-28,Kemdikbud_RI,"#SahabatDikbud, yuk, berkenalan dengan dua maskot Belanja Cipta Nusantara! Kedua maskot ini mengandung unsur budaya Maluku yang unik, loh, seperti anggrek larat Maluku dan motif Matahari Siwa Talang.

@KamiVokasi
@mitrasdudi

#MerdekaBelajar
#VokasiKuat
#BelanjaCiptaNusantara https://t.co/cjzY3RHPfe"
2021-08-28,habibahmisna,"📣Hallo Millennials📣

Dalam Rangka HUT RI Ke 76 dan HUT Riau Ke 64 Unilak Mempersembahkan :

“Merdeka Belajar Bersama Unilak”

Pendaftaran jalur ini dimulai pada 02 Agustus - 04 September 2021.

Teman - teman cukup membayar SPP langsung bisa kuliah lho. https://t.co/P56GcGZBCD"
2021-08-28,rapmafmums,"#UpdateCampus

(24/08/2021). UMS mendapatkan penghargaan terbaik pertama Anugrah Merdeka Belajar Kampus Merdeka (MBKM) LLDIKTI VI 2021. Penghargain ini diberikan langsung oleh kepala LLDIKTI wilayah Kemendikdub Ristekdikti RI Prof Dr Ir Muhammad Zainuri DEA. 

#SUDUTKAMPUS"
2021-08-28,sekolahdasar,"Anda bisa mencoba beberapa tips di bawah ini untuk menciptakan suasana belajar yang nyaman dan happy.

#tipsmengajar #gurupengerak #refleksigurubelajar #merdekabelajar https://t.co/xxMk5IN7B7"
2021-08-28,vvncaa,"@collegemenfess Asli banya pembaruan, suka sama program-program baru nya. Semoga terus memuaskan ya merdeka belajar!!"
2021-08-28,anggieeetay,Waaa areajulid masukin ini 😍 dan gue baru aja keterima magang di kampus guru cikal yang nanti akan membentuk gue jadi guru merdeka belajar 🤗 https://t.co/ieKDcN8B9H
2021-08-28,angeliaananda,@AREAJULID Guru Merdeka Belajar adalah guru yang kebingungan mengerjakan modul di apps ruangkelas karena beliau sudah sepuh dan setahun lagi akan purna. Berakhir dengan anaknya lah yang kerepotan. Xixixi
2021-08-28,rosesareblue00,Merdeka belajar apaan. Matematika peminatan gaada yg minat aja tetep dipaksain
2021-08-28,thsmmra,@AREAJULID Ada beberapa guru/dosen yg misunderstanding sama merdeka belajar. Mereka salah presepsi dan taunya kalau merdeka belajar itu murid nyari materi sendiri tanpa dijelasin padahal bukan itu konsepnya.
2021-08-28,vellawlesskin,"@AREAJULID Murid merdeka belajar adalah murid yg tertib mengikuti kegiatan pembelajaran baik offline maupun online, fokus menyimak gurunya menerangkan apapun aksesnya tak terkecuali via Zoom, menghargai dan menghormati guru"
2021-08-28,vellawlesskin,@AREAJULID Murid merdeka belajar adalah murid yg.....
2021-08-28,likeachildytx,"@AREAJULID Guru ku ada yang menerapkan merdeka belajar gini di kelas. Tapi gak banyak ngaruh juga, kadang bikin ribet. Kadang juga seru sih"
2021-08-28,awqishy_,@AREAJULID guru merdeka belajar adalah guru yang tidak merasa paling benar
2021-08-28,haejanie,@AREAJULID Nuntut guru ini itu. Kelen sendiri harus jadi murid yang merdeka belajar jugak ya https://t.co/F6cAq507f0
2021-08-28,arasocunet,@AREAJULID guru merdeka belajar adalah guru yang mau akui kesalahannya
2021-08-28,AREAJULID,Dis! Guru Merdeka Belajar adalah guru yang ... https://t.co/ue9TzPK6vv
2021-08-28,litbangdikbud,"#SahabatDikbud, kapan ya Asesmen Nasional 2021 akan dilaksanakan? Yuk, lihat jadwal selengkapnya di unggahan ini.

#AsesmenNasional
#MerdekaBelajar
#IndonesiaTangguh
#IndonesiaTumbuh
#SerentakBergerak https://t.co/hN68hdqZCq"
2021-08-28,pontianakpost1,"Lomba Video Merdeka Belajar   
Wadah Pengembangan Kreativitas dan Inovasi Guru dan Pelajar https://t.co/h76CiOKVkY"
2021-08-28,litbangdikbud,"#SahabatDikbud, apa ya itu Asesmen Nasional dan siapa sih yang ikut AN? Yuk, simak di dalam unggahan kita ini.

#AsesmenNasional
#MerdekaBelajar
#IndonesiaTangguh
#IndonesiaTumbuh
#SerentakBergerak https://t.co/YenWmQbfkM"
2021-08-28,daniel_edututor,"New Logo @gotekloka_media
Semoga Semangat Memberikan Kebermanfaatn di bidang Edukasi dan Teknopreneur dibidang Teknologi 

#edututor26
#yakinproses26 
#merdekabelajar 
#hardskills https://t.co/aJHa4m4EW3"
2021-08-28,ynairtif_,@collegemenfess sekarang mah kayaknya MSIB deh? Magang dan Studi Independen Bersertifikat? Tapi programnya mah dari Merdeka Belajar Kampus Merdeka (MBKM) ga sih? Cmiiw
2021-08-28,kompascom,Program IISMA merupakan program unggulan dari 8 program Merdeka Belajar Kampus Merdeka (MBKM) dari Kemendikbud Ristek dan LPDP. https://t.co/HquSUvRvOZ
2021-08-28,BadanBahasa,"Seminar ini ditujukan kepada pegawai dinas pendidikan, kepala sekolah, dan guru pembimbing dari sekolah yang mengikuti UKBI adaptif merdeka di seluruh Indonesia. Peserta dapat mendaftar melalui tautan  https://t.co/SEv0rIQKz3.

#UKBI
#ukbiadaptifmerdeka
#MerdekaBelajar"
2021-08-28,DutahumasP,"Selamat kepada Mahasiswa Baru Universitas Bosowa Tahun akademik 2021/2022 serta selamat mengikuti kegiatan Basic Character and Study Skill (BCSS).

Dengan mengangkat tema ""mewujudkan mahasiswa unggul,inovatif dan adaptif dengan program merdeka belajar pada era Pandemi Covid 19"" https://t.co/hZRFcWfAQO"
2021-08-28,MIMNU_Pucang,"Peninjauan bupati Sidoarjo Gus Muhdlor 27 Agustus 2021 persiapan simulasi PTM MIMNU PUCANG
#MIMNUPUCANG
#SIDOARJO 
#Merdekabelajar https://t.co/vR24pF1Ub4"
2021-08-28,TiaraYusrianda,"📣Hallo Millennials📣

Dalam Rangka HUT RI Ke 76 dan HUT Riau Ke 64 Unilak Mempersembahkan :

“Merdeka Belajar Bersama Unilak”

Pendaftaran jalur ini dimulai pada 02 Agustus - 04 September 2021.

Teman - teman cukup membayar SPP langsung bisa kuliah lho. https://t.co/Q3X6rYBcWr"
2021-08-27,Mfaizh22,@sociotalker Merdeka belajar tapi dipaksa ke sekolah kala pandemi
2021-08-27,Rickiriq,"@schfess Baguss dari program kampus merdeka belajar, kuota,dll. Untung punya Mentri yang punya latar belakang teknologi yg cocok buat saat ini"
2021-08-27,sditalfathsele1,"semoga bermanfaat  buat bapak ibu guru 
https://t.co/EpzFkD3o3q

#MerdekaBelajar"
2021-08-27,LPMP_KepBabel,"Saksikan dialog khusus ""Merdeka Belajar di Tengah Pandemi"" dengan Mendikbudristek Nadiem Makarim di Apa Kabar Indonesia Pagi, Sabtu, 28 Agustus 2021, pukul 07.00 WIB.

#MerdekaBelajar 
#BersamaHadapiKorona 
#IndonesiaTangguh 
#IndonesiaTumbuh https://t.co/wsEzjWoyUH"
2021-08-27,Wishnudwii,katanya merdeka belajar kok harus ke sekolah? https://t.co/OQjME3RKJc
2021-08-27,sepnifinaa,"📣Hallo Millennials📣
Dalam Rangka HUT RI Ke 76 dan HUT Riau Ke 64 Unilak Mempersembahkan :
“Merdeka Belajar Bersama Unilak”
Pendaftaran jalur ini dimulai pada 02 Agustus - 04 September 2021.
Teman - teman cukup membayar SPP langsung bisa kuliah lho. https://t.co/WdQi3vswYD"
2021-08-27,brianpamukti,Pusing tp menantang sih bikin program dan implementasi Merdeka Belajar Kampus Merdeka (MBKM)
2021-08-27,updatecpns_com,"aftarkan diri segera ke @BeasiswaOSC dan dapatkan 590 beasiswa S1 dan S2 hingga lulus, dari 25 perguruan tinggi swasta favorit di Indonesia!😊

Info lebih lengkap, kunjungi https://t.co/7mn6p4QuoL.

#MerdekaBelajar #OSCMedcom2021 #BeasiswaOSC #BeasiswaS1 #BeasiswaS2"
2021-08-27,hxneywaffle,baru dikasih merdeka belajar aja dah pusing lu bekicot
2021-08-27,hxneywaffle,dulu katanya jangan percaya kating yang nawarin buat bantuin krs an soalnya itu modus skrg mana nih kating kating itu tolong plis bantuin krs an anjerrrrrrrrr merdeka belajar apa nieeee nyusahinn
2021-08-27,USK_Unsyiah,"Kan Merdeka Belajar Kampus Merdeka, Mas Menteri @nadiemmakarim Suka² rektornya lah! 
Kalau rektornya nggak punya integritas, plagiat, korup, anti-kritik, feodal, berkuasa ibarat raja, apa mgk mahasiswa mau nurut? Kalaupun ya, pasti pakai ancaman bkn kesadaran! @BangsaMahasiswa https://t.co/4YZv13qxky"
2021-08-27,mediaindonesia,Program IISMA merupakan program unggulan dari delapan program Merdeka Belajar Kampus Merdeka (MBKM) hasil kerja sama Kementerian Pendidikan &amp; Kebudayaan (Kemendikbud) dan Lembaga Pengelola Dana Pendidikan (LPDP).  https://t.co/OvSJ5rQkKJ
2021-08-27,AKGrubS30,"Generasi Dasar Th 2013 - 2015 Apa kabar? Kalian di suruh sehat dgn rumus dirumah aja. kalian tentu saja tumbuh, tapi mungkin tidak berkembang. Katanya merdeka belajar? Kapan?
#pendidikandasar
#KuotaBuatBelajar 
#merdekabelajar
#BangkitBersama 
#indonesiamerdeka 
#indonesiatangguh"
2021-08-27,ionchaseiattrac,"@collegemenfess semoga ditegor kemendikbud wkwkww org jamannya udah merdeka belajar kampus merdeka, ygini masiih aja maksa2, sok diktator"
2021-08-27,ari_wadjo,"@sociotalker kalo nga salah roadmap program Merdeka Belajar, Assesmen Nasional, dan POP.. oiya, utk blended learning ini menarik https://t.co/NhuckkknbT dan https://t.co/4UKQWT0p2w .. nga tau apa ini bagian dr POP atau tidak?"
